1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1694,0.0,3.0,3,1369,0,317,636,0,2004.0,1694,0,10084,75.0,186.0,57,5,8,1686,2004,2005,307000
802,709.0,3.0,3,714,0,88,413,2,1997.0,1511,1,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1057,0.0,3.0,0,731,0,326,246,1,1953.0,1057,0,7922,68.0,0.0,52,7,5,1057,1953,2007,109000
1246,1044.0,4.0,0,0,2,777,560,1,1971.0,2290,1,11340,60.0,0.0,0,6,4,777,1885,1950,122500
1377,806.0,4.0,0,1002,0,0,786,1,1988.0,2183,0,13837,69.0,178.0,0,5,7,1204,1988,1988,229000
1699,1523.0,5.0,2,1470,0,203,594,1,1990.0,3222,0,12376,90.0,0.0,0,5,7,1673,1990,1990,320000
909,807.0,2.0,0,0,2,880,512,0,1996.0,1716,0,8750,70.0,0.0,120,5,7,880,1996,1996,191000
1342,0.0,3.0,0,251,3,491,457,1,1967.0,1342,1,9790,69.0,0.0,0,5,6,1372,1967,1967,161500
1504,0.0,2.0,0,16,0,1330,437,2,2005.0,1504,0,3182,43.0,14.0,20,5,7,1346,2005,2006,191000
1053,0.0,3.0,0,0,2,1053,648,0,2003.0,1992,0,9375,75.0,768.0,45,5,8,1053,2003,2004,250000
624,628.0,2.0,0,510,4,90,462,-1,1999.0,1252,0,2160,24.0,212.0,48,5,7,600,1999,2000,160000
999,0.0,3.0,0,588,1,411,264,1,1963.0,999,0,7758,69.0,0.0,132,7,5,999,1962,2001,132500
741,622.0,3.0,0,0,-1,622,528,1,1966.0,1363,1,7740,60.0,0.0,0,7,4,622,1910,1950,125500
1165,0.0,3.0,1,312,3,276,490,0,1966.0,1165,1,9020,82.0,183.0,129,7,6,1127,1966,1966,174900
1668,0.0,3.0,3,1059,0,567,702,-1,2002.0,1668,0,11248,90.0,215.0,45,5,9,1626,2002,2002,285000
1158,1218.0,4.0,3,0,2,1158,853,0,2005.0,2376,0,14215,101.0,380.0,154,5,8,1158,2005,2006,325300
889,551.0,3.0,0,0,2,540,352,1,1940.0,1440,1,5000,63.0,0.0,0,4,5,540,1900,1950,79000
794,676.0,3.0,3,182,0,612,388,2,1997.0,1470,1,13869,69.0,0.0,75,6,6,794,1997,1997,177000
1541,0.0,3.0,2,1201,-1,340,532,-1,2005.0,1541,0,12182,95.0,226.0,70,5,7,1541,2005,2005,220000
1440,0.0,4.0,0,133,1,1307,0,-1,1979.0,1440,3,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1146,0.0,3.0,3,786,0,82,438,-1,2003.0,1146,0,9590,73.0,442.0,22,5,7,868,2003,2003,187500
1494,0.0,3.0,3,437,5,0,481,2,1995.0,1494,2,9549,30.0,0.0,30,5,8,1494,1995,1996,270000
1462,0.0,4.0,0,1170,0,292,738,2,2004.0,2224,2,8834,74.0,216.0,0,5,9,1462,2004,2005,350000
820,523.0,3.0,0,0,2,731,186,1,1921.0,1343,1,7681,54.0,0.0,0,6,5,731,1921,1950,154900
1210,1242.0,4.0,0,281,-1,747,683,2,1998.0,2452,0,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
1127,850.0,4.0,0,442,3,374,540,0,1964.0,1977,1,9500,100.0,272.0,52,6,6,816,1964,1978,165000
1064,703.0,2.0,0,495,0,354,504,0,1987.0,1767,0,5306,44.0,0.0,35,7,7,1064,1987,1987,239000
1324,0.0,2.0,0,863,0,461,550,2,2006.0,1324,0,6240,48.0,176.0,38,5,8,1324,2006,2006,254000
912,546.0,3.0,0,0,2,912,330,1,1948.0,1458,1,17503,78.0,0.0,0,5,6,912,1948,1950,97500
1314,0.0,3.0,0,24,0,1290,440,0,2006.0,1314,0,9317,78.0,0.0,22,5,6,1314,2006,2006,176432
1575,0.0,3.0,0,430,0,1145,529,0,1992.0,1575,0,8012,50.0,0.0,0,5,6,1575,1992,1992,179200
1620,0.0,2.0,1,1022,0,598,912,2,2008.0,1620,2,12898,89.0,70.0,0,5,9,1620,2007,2008,315500
1104,684.0,5.0,3,0,2,1104,304,1,1957.0,1788,1,11250,69.0,0.0,0,5,4,1104,1957,1989,161500
913,0.0,3.0,1,187,5,0,240,1,1990.0,913,1,8400,70.0,0.0,0,5,6,814,1966,1966,129000
2073,0.0,3.0,0,790,1,589,500,1,1978.0,2073,1,13175,85.0,119.0,0,6,6,1542,1978,1988,210000
764,677.0,2.0,0,0,2,776,492,1,1999.0,1441,0,2645,24.0,456.0,0,5,8,776,1999,2000,174000
815,875.0,3.0,0,0,2,815,225,-1,1916.0,1690,1,8850,65.0,0.0,0,6,7,815,1916,1950,144000
1437,0.0,3.0,0,988,3,200,576,1,1999.0,1437,1,14175,69.0,0.0,0,6,5,1188,1956,1987,168000
2156,0.0,3.0,0,297,4,1203,508,0,1968.0,2156,1,20781,69.0,0.0,80,7,7,1568,1968,2003,262500
864,0.0,2.0,0,468,3,396,0,-1,1979.0,864,1,5604,67.0,0.0,0,6,5,864,1925,1950,98000
536,576.0,3.0,0,129,3,175,336,1,1976.0,1112,1,2592,36.0,0.0,0,3,5,536,1976,1976,85000
1122,1121.0,4.0,0,700,1,0,746,0,1990.0,2243,0,13474,116.0,246.0,44,5,7,700,1990,1991,225000
810,518.0,3.0,0,0,2,686,210,1,1940.0,1328,1,9906,57.0,0.0,172,4,4,686,1925,1950,107000
968,0.0,4.0,0,0,2,656,216,1,1928.0,968,1,10800,60.0,0.0,0,6,4,656,1927,2007,64500
698,698.0,3.0,0,0,2,698,384,1,2003.0,1396,1,8730,60.0,0.0,0,7,6,698,1915,2003,153575
1856,0.0,1.0,3,1445,0,411,834,2,2010.0,1856,2,11394,88.0,350.0,0,2,9,1856,2010,2010,394432
1610,551.0,3.0,0,1288,0,294,789,2,2007.0,2161,2,10562,86.0,300.0,120,5,8,1582,2007,2007,325624
1602,0.0,3.0,0,1246,1,356,529,2,1977.0,1602,0,16635,69.0,126.0,0,7,6,1602,1977,2000,215000
630,672.0,3.0,0,0,2,630,280,1,1991.0,1302,1,1680,21.0,142.0,0,5,5,630,1971,1971,112000
807,702.0,3.0,0,457,0,326,393,2,2002.0,1509,0,7861,69.0,0.0,75,5,6,783,2002,2003,183200
912,0.0,2.0,0,737,1,175,352,-1,1962.0,912,1,12968,69.0,0.0,0,6,5,912,1962,1962,144000
1004,0.0,3.0,0,399,1,605,420,-1,1950.0,1664,1,5000,50.0,0.0,24,7,6,1004,1947,1950,159000
1390,304.0,4.0,0,423,3,758,576,1,1925.0,1694,1,8400,60.0,0.0,0,5,6,1181,1925,1950,136500
747,0.0,2.0,0,0,2,747,220,1,1945.0,747,1,4608,47.0,0.0,0,6,4,747,1945,1950,80000
1040,0.0,2.0,-1,0,-1,0,420,1,1950.0,1040,1,7200,60.0,0.0,29,5,4,0,1950,1950,109900
831,829.0,3.0,0,0,2,831,493,0,2002.0,1660,0,8935,68.0,95.0,68,5,7,831,2002,2002,195000
1026,665.0,3.0,0,218,5,808,308,1,1924.0,1691,0,5000,50.0,0.0,0,6,5,1026,1924,1950,127000
864,0.0,3.0,0,398,1,317,720,0,1980.0,864,0,7200,60.0,0.0,0,8,5,864,1950,2002,129000
752,0.0,2.0,0,623,1,0,264,1,1984.0,752,1,7175,50.0,0.0,0,5,6,744,1984,1984,125000
963,829.0,3.0,0,361,0,602,564,0,2001.0,1792,0,12435,80.0,172.0,96,5,7,963,2001,2001,231500
764,862.0,2.0,0,0,2,764,474,0,2003.0,1626,0,2628,36.0,106.0,27,5,7,764,2003,2003,175500
1484,0.0,3.0,3,428,0,1048,472,0,2006.0,1484,2,9037,64.0,32.0,33,5,8,1476,2006,2006,265900
1675,1818.0,3.0,0,0,2,1470,870,1,2003.0,3493,0,18386,87.0,0.0,0,9,7,1470,1880,2002,295000
1652,0.0,2.0,0,1572,0,80,840,2,2006.0,1652,2,13173,108.0,300.0,102,5,9,1652,2006,2007,325000
1276,0.0,3.0,0,0,2,1276,350,1,1958.0,1276,1,9571,68.0,0.0,0,3,5,1276,1958,1958,60000
1112,0.0,3.0,0,120,4,736,271,1,1950.0,1668,1,9600,80.0,0.0,0,8,6,856,1950,2005,140000
720,472.0,4.0,0,0,2,720,0,-1,1979.0,1192,1,10800,60.0,0.0,0,4,4,720,1949,1950,135000
884,0.0,2.0,3,747,1,0,504,0,1983.0,884,0,9180,69.0,0.0,0,7,5,840,1983,1983,144000
1180,0.0,3.0,1,1065,0,92,454,-1,1988.0,2062,1,14364,69.0,128.0,55,5,7,1157,1988,1989,277000
827,0.0,2.0,-1,0,-1,0,392,-1,1967.0,827,1,7200,60.0,0.0,0,7,5,0,1955,2007,107500
1136,883.0,3.0,0,0,2,728,532,1,1997.0,2019,0,11414,60.0,0.0,135,8,7,728,1910,1993,167500
616,688.0,3.0,2,0,2,264,336,2,1976.0,1304,1,2665,69.0,0.0,24,6,5,264,1976,1976,115000
684,684.0,3.0,0,0,2,684,216,1,1930.0,1368,1,3600,60.0,0.0,158,7,6,684,1910,1993,114504
840,765.0,3.0,0,0,2,840,379,1,1915.0,1605,1,5790,60.0,0.0,0,6,3,840,1915,1950,107400
2020,0.0,3.0,0,1436,0,570,900,2,2009.0,2020,2,12220,94.0,305.0,54,5,10,2006,2009,2009,402861
625,625.0,2.0,0,0,2,625,528,0,2006.0,1250,0,4251,35.0,0.0,54,5,7,625,2006,2007,164700
1624,0.0,2.0,0,1456,0,168,757,0,1994.0,1624,0,12461,89.0,0.0,114,5,8,1624,1994,1995,262000
845,0.0,2.0,0,565,1,280,360,1,1987.0,845,1,7599,69.0,0.0,0,6,4,845,1982,2006,129500
1389,0.0,2.0,3,1071,1,195,418,0,1975.0,1389,1,10010,77.0,0.0,38,5,5,1389,1974,1975,170000
968,0.0,2.0,0,0,2,968,480,1,1935.0,968,1,8520,60.0,0.0,0,6,5,968,1923,2006,100000
546,546.0,3.0,0,0,2,546,286,1,1970.0,1092,1,2001,21.0,80.0,0,5,4,546,1970,1970,75000
848,0.0,1.0,3,685,0,163,420,2,2003.0,848,0,4435,69.0,170.0,0,5,6,848,2003,2004,144000
1269,0.0,3.0,0,374,4,363,308,1,1964.0,1269,1,7931,70.0,0.0,0,6,5,1269,1960,1960,155000
1092,0.0,3.0,0,170,5,252,288,1,1962.0,1092,1,11616,69.0,116.0,20,5,5,1092,1962,1962,139000
1468,795.0,3.0,0,795,1,0,539,2,1977.0,2263,0,16659,69.0,34.0,250,7,7,795,1977,1994,235000
952,0.0,2.0,0,228,1,724,283,1,1956.0,952,1,8475,69.0,0.0,0,7,4,952,1956,1956,135750
736,716.0,2.0,0,0,2,736,0,-1,1979.0,1452,1,4456,33.0,0.0,0,5,4,736,1920,2008,113000
1039,0.0,3.0,2,841,4,198,504,1,1965.0,1039,1,11625,75.0,0.0,0,4,5,1039,1965,1965,131500
1204,0.0,2.0,0,866,0,338,412,-1,1998.0,1204,1,4500,32.0,320.0,247,5,6,1204,1998,1998,162000
1117,0.0,3.0,3,422,1,480,672,-1,1976.0,1117,1,7819,94.0,0.0,0,5,6,1029,1976,1976,107000
2196,0.0,3.0,2,485,1,1496,701,0,1990.0,2196,0,14684,90.0,234.0,70,7,7,2158,1990,1991,271900
985,0.0,3.0,3,595,0,390,328,1,1977.0,985,1,8385,65.0,220.0,0,8,5,985,1977,1977,149900
1629,0.0,3.0,0,1124,0,1603,880,-1,2003.0,1629,0,10655,85.0,296.0,0,5,8,3206,2003,2004,284000
877,600.0,3.0,0,0,2,861,216,1,1928.0,1477,1,6292,52.0,0.0,50,7,7,861,1928,1950,145000
980,0.0,3.0,0,560,4,420,484,1,1986.0,980,1,7064,71.0,153.0,0,6,5,980,1977,1977,135000
1166,1129.0,4.0,0,728,0,367,590,0,1992.0,2295,0,13346,69.0,0.0,40,5,7,1095,1992,2000,268000
900,602.0,3.0,0,0,2,602,180,1,1923.0,1502,0,10592,55.0,0.0,0,7,6,602,1923,1996,165000
1575,626.0,4.0,3,0,-1,697,432,1,1966.0,2201,0,19690,69.0,0.0,236,7,6,697,1966,1966,274970
1050,1028.0,3.0,0,789,0,245,836,2,2008.0,2078,2,10800,85.0,100.0,102,5,8,1034,2007,2008,339750
800,0.0,1.0,0,0,2,264,0,-1,1979.0,800,3,6120,51.0,0.0,0,3,2,264,1936,1950,60000
1578,0.0,3.0,0,0,2,1573,840,-1,2008.0,1578,2,9262,78.0,194.0,36,5,8,1573,2008,2009,287090
1932,0.0,2.0,3,1336,0,596,774,2,2008.0,1932,2,12444,96.0,426.0,66,5,8,1932,2008,2008,394617
1507,0.0,4.0,0,666,1,409,404,1,1960.0,1507,1,7910,70.0,0.0,0,5,5,1075,1960,1960,127000
900,0.0,3.0,0,450,4,432,280,1,1970.0,900,1,9819,69.0,31.0,0,5,5,882,1967,1967,122000
1718,0.0,3.0,1,1172,0,528,786,2,2008.0,1718,2,12456,96.0,230.0,48,5,10,1700,2006,2007,337500
1089,661.0,3.0,0,0,2,636,240,1,1937.0,1750,2,9000,50.0,0.0,0,6,5,636,1880,1991,124000
1383,1015.0,3.0,0,719,-1,660,834,2,1996.0,2398,0,11787,95.0,594.0,60,5,7,1379,1996,1997,315750
774,1194.0,4.0,0,0,-1,774,680,2,2009.0,1968,2,12003,92.0,84.0,75,5,8,774,2009,2010,269500
1536,0.0,3.0,3,810,0,726,532,0,2002.0,1536,0,9135,70.0,113.0,74,5,7,1536,2002,2003,214000
864,0.0,2.0,0,203,3,661,200,1,1938.0,864,1,8212,45.0,0.0,0,3,3,864,1914,1950,58500
3228,0.0,3.0,0,1231,0,1969,546,-1,1992.0,3228,0,12692,69.0,0.0,75,5,8,3200,1992,1993,430000
1518,631.0,1.0,0,1351,0,83,670,0,2003.0,2149,0,12822,48.0,0.0,43,5,7,1434,2003,2003,239686
1320,1320.0,4.0,0,0,2,1240,864,1,1950.0,2640,0,11700,65.0,0.0,0,7,7,1240,1880,2003,265979
1682,0.0,3.0,0,0,2,1304,530,1,1970.0,1682,1,10400,80.0,288.0,0,6,7,1304,1970,1970,174000
1038,1060.0,3.0,2,0,2,1030,878,0,2005.0,2098,2,10240,80.0,178.0,52,5,8,1030,2005,2005,275500
864,0.0,3.0,0,553,3,0,360,1,1965.0,864,1,8281,60.0,0.0,0,5,5,864,1965,1965,62383
1168,800.0,3.0,3,562,-1,29,530,0,1969.0,1968,1,11075,69.0,232.0,189,4,5,784,1969,1969,172000
1097,0.0,3.0,0,338,0,702,480,1,1986.0,1097,1,9672,81.0,0.0,0,5,6,1040,1984,1985,152000
684,512.0,3.0,2,0,2,684,528,1,2005.0,1196,0,12354,67.0,0.0,46,8,6,684,1920,2000,110000
1252,668.0,4.0,0,57,1,554,451,1,1958.0,1920,0,13650,69.0,0.0,0,5,5,1052,1958,1958,172500
1728,0.0,6.0,0,231,5,1497,576,1,1987.0,1728,1,13101,74.0,108.0,0,5,5,1728,1965,1965,142600
1128,903.0,3.0,0,804,0,324,577,-1,2002.0,2031,0,9473,75.0,0.0,211,5,8,1128,2002,2002,237000
1196,0.0,2.0,0,616,5,580,297,0,1956.0,1196,1,9000,72.0,74.0,44,5,6,1196,1956,1956,139000
803,0.0,2.0,3,116,4,604,360,1,1941.0,803,1,5000,50.0,0.0,0,6,5,720,1941,1950,87000
780,840.0,4.0,0,493,3,0,462,2,1969.0,1620,1,10793,80.0,263.0,0,5,5,780,1969,1969,152000
2097,0.0,1.0,2,1721,-1,356,1134,2,2005.0,2097,2,20896,49.0,0.0,267,5,8,2077,2005,2006,423000
1869,0.0,2.0,0,0,2,1869,617,0,2007.0,1869,2,7820,68.0,362.0,54,5,9,1869,2007,2007,318061
956,930.0,3.0,0,0,2,930,431,2,1998.0,1886,0,11214,69.0,0.0,0,5,7,930,1998,1999,199900
480,0.0,3.0,3,50,4,430,308,-1,1958.0,480,1,9000,50.0,0.0,0,3,2,480,1949,1950,35311
1296,0.0,2.0,-1,0,-1,0,516,1,1967.0,1296,1,10791,72.0,0.0,0,5,4,0,1967,1967,90000
816,0.0,2.0,2,690,1,126,288,1,1958.0,816,1,8877,67.0,0.0,0,6,4,816,1938,1958,100000
1601,0.0,3.0,0,704,1,567,478,0,1978.0,1601,1,11880,82.0,206.0,0,5,7,1271,1978,1978,157000
962,830.0,3.0,0,0,2,936,451,2,2000.0,1792,1,10261,93.0,318.0,0,5,6,936,2000,2000,186500
1352,1168.0,5.0,0,1012,0,326,796,0,1993.0,2520,0,14541,69.0,0.0,55,7,8,1338,1993,1993,310000
1144,0.0,3.0,3,748,-1,102,796,0,1959.0,1144,1,8163,70.0,128.0,0,6,5,1144,1959,1959,143000
990,1611.0,4.0,0,0,2,612,621,0,1998.0,2601,1,9842,51.0,0.0,0,6,5,612,1921,1998,189000
972,605.0,3.0,0,0,2,972,312,1,1939.0,1577,3,6435,65.0,0.0,0,5,6,972,1939,1950,140200
970,0.0,2.0,0,630,0,340,624,1,1996.0,970,1,8480,80.0,0.0,24,6,5,970,1963,1963,132500
2036,0.0,3.0,1,1236,1,80,513,0,1965.0,2036,1,215245,150.0,0.0,0,5,7,2136,1965,1965,375000
1026,0.0,3.0,0,439,0,115,440,0,1969.0,1026,0,7930,61.0,0.0,48,8,6,1026,1969,2005,156000
698,0.0,2.0,0,0,2,698,0,-1,1979.0,698,1,9405,50.0,0.0,200,9,5,698,1947,2008,118000
1533,0.0,2.0,1,655,1,878,576,1,1975.0,1533,0,70761,62.0,0.0,54,5,7,1533,1975,1975,280000
854,0.0,2.0,0,360,3,360,660,-1,1991.0,1382,1,12358,69.0,0.0,0,6,5,720,1941,1950,128500
1391,0.0,2.0,2,16,-1,1375,530,-1,2004.0,1391,0,4282,59.0,0.0,158,5,7,1391,2004,2004,196000
1078,0.0,2.0,2,49,-1,0,240,1,1950.0,1078,0,9717,68.0,0.0,0,6,5,1078,1950,1996,142125
1296,0.0,2.0,0,1005,0,262,471,2,2001.0,1296,0,6853,69.0,136.0,25,5,8,1267,2001,2002,220000
1442,0.0,4.0,0,608,3,834,301,0,1958.0,1442,1,9750,75.0,243.0,0,6,6,1442,1958,1958,157900
1024,940.0,4.0,3,0,2,940,0,-1,1979.0,1964,1,8525,55.0,0.0,192,6,5,940,1911,1950,130000
1502,0.0,3.0,0,0,2,1502,644,0,2009.0,1502,0,9541,79.0,268.0,114,5,7,1502,2009,2009,233170
1392,0.0,3.0,0,1040,3,352,458,0,1957.0,1392,1,11900,80.0,387.0,0,5,6,1392,1957,1957,166000
1768,0.0,4.0,0,0,2,1768,0,-1,1979.0,1768,1,10778,72.0,0.0,0,5,4,1768,1968,1968,136500
1582,0.0,4.0,3,812,3,812,390,1,1964.0,1582,1,36500,69.0,621.0,198,5,5,1624,1964,1964,190000
958,0.0,2.0,2,498,4,460,301,0,1960.0,958,1,12772,69.0,0.0,0,8,6,958,1960,1998,151500
894,0.0,2.0,3,777,3,117,600,0,1985.0,894,1,7200,60.0,0.0,0,5,5,894,1972,1972,123000
1224,0.0,2.0,0,883,0,341,402,2,1999.0,1224,1,4500,69.0,425.0,304,5,6,1224,1999,1999,165000
1742,590.0,3.0,3,1280,0,402,846,2,2008.0,2332,2,12474,96.0,272.0,134,5,10,1682,2007,2008,426000
1269,0.0,2.0,0,24,0,1232,430,2,2004.0,1269,0,3182,43.0,16.0,20,5,8,1256,2004,2005,192000
1776,0.0,3.0,1,80,0,1652,712,2,2006.0,1776,0,15306,93.0,100.0,0,5,8,1732,2006,2007,283463
728,728.0,3.0,0,0,2,728,390,2,2005.0,1456,0,8461,65.0,0.0,24,5,6,728,2005,2006,163990
1194,0.0,3.0,2,655,1,0,539,2,1954.0,1194,1,8910,79.0,0.0,0,6,6,655,1959,1959,159500
1008,0.0,2.0,0,643,4,365,240,1,1953.0,1008,0,8923,66.0,0.0,18,7,5,1008,1953,2006,134500
1555,0.0,2.0,3,16,0,1357,430,2,2005.0,1555,0,3182,43.0,16.0,20,5,7,1373,2005,2006,192500
892,892.0,4.0,2,0,2,747,180,1,1914.0,1784,1,13132,96.0,0.0,40,5,5,747,1914,1950,138887
1108,0.0,3.0,0,0,2,637,280,1,1930.0,1108,0,7449,57.0,0.0,0,7,7,637,1930,1950,139400
754,640.0,3.0,0,0,-1,384,400,2,2007.0,1394,0,9735,73.0,0.0,0,5,5,384,2006,2007,167500
980,734.0,3.0,0,394,-1,586,496,1,1988.0,1714,1,10421,80.0,42.0,66,5,7,980,1988,1988,196500
882,0.0,3.0,-1,0,-1,0,294,0,1959.0,882,1,8339,69.0,0.0,0,7,5,0,1959,1959,106500
1306,0.0,3.0,0,0,2,728,0,-1,1979.0,1306,3,5350,55.0,0.0,0,2,3,728,1940,1966,76500
626,591.0,3.0,0,0,-1,626,288,0,1980.0,1217,1,10762,75.0,0.0,28,6,6,626,1980,1980,120000
990,0.0,3.0,0,495,0,495,299,1,1996.0,990,1,8775,65.0,0.0,64,5,5,990,1994,1994,126000
1132,1320.0,4.0,3,0,2,1117,691,-1,2004.0,2452,0,13418,108.0,132.0,32,5,8,1117,2004,2005,309000
848,0.0,1.0,3,685,0,163,420,-1,2003.0,848,0,4435,69.0,170.0,0,5,6,848,2003,2003,140000
697,672.0,3.0,0,551,4,121,300,-1,1930.0,1369,1,6629,54.0,0.0,0,6,6,672,1925,1950,103600
1218,0.0,2.0,0,27,0,1191,676,2,2009.0,1218,0,7862,75.0,0.0,102,5,6,1218,2009,2009,208300
1423,748.0,3.0,0,0,2,588,672,2,1993.0,2555,1,11526,79.0,0.0,0,7,6,588,1922,1994,191000
1247,0.0,1.0,0,1039,0,208,550,2,2005.0,1247,0,3316,37.0,0.0,84,5,8,1247,2005,2005,197000
1542,1330.0,4.0,0,896,1,434,619,2,1977.0,2872,1,12227,69.0,424.0,282,7,6,1330,1977,1995,272000
1652,0.0,2.0,1,1480,0,120,482,-1,2008.0,1652,0,5587,64.0,186.0,53,5,8,1600,2008,2008,392500
1844,0.0,3.0,0,705,4,1139,546,0,1977.0,1844,1,11751,105.0,480.0,122,6,6,1844,1977,1977,190000
1113,858.0,3.0,2,341,0,772,689,0,2005.0,1971,0,9675,75.0,0.0,48,5,7,1113,2005,2005,253000
1007,793.0,3.0,0,0,2,982,463,2,2000.0,1800,1,8123,60.0,16.0,63,5,6,982,2000,2000,179000
1062,887.0,3.0,0,750,0,300,574,2,1993.0,1949,0,9938,80.0,246.0,90,5,7,1050,1993,1994,236000
630,0.0,1.0,3,150,5,0,0,-1,1979.0,630,1,1491,21.0,0.0,24,6,4,630,1972,1972,75500
1494,0.0,3.0,2,922,0,572,530,0,2002.0,1494,0,12803,88.0,99.0,36,5,7,1494,2002,2002,221000
600,0.0,3.0,0,0,2,600,0,-1,1979.0,968,1,5925,50.0,0.0,0,6,3,600,1910,1950,37900
1274,0.0,3.0,0,925,0,349,508,-1,2005.0,1274,0,8814,68.0,80.0,98,5,7,1274,2005,2007,203000
1520,0.0,3.0,3,674,4,350,364,0,1955.0,1520,1,9600,80.0,164.0,0,6,6,1156,1955,1972,153000
1285,0.0,3.0,0,0,2,660,528,0,1977.0,1285,1,8197,71.0,148.0,0,5,6,660,1977,1977,143500
807,702.0,3.0,0,0,2,783,393,2,2003.0,1509,0,7875,63.0,0.0,75,5,7,783,2003,2003,180000
1142,793.0,3.0,0,0,2,793,550,0,1976.0,1935,1,12384,69.0,233.0,113,7,7,793,1976,1976,197900
816,0.0,3.0,3,816,0,0,0,-1,1979.0,816,1,11841,81.0,104.0,32,5,6,816,1990,1990,118500
1200,0.0,2.0,0,833,-1,343,555,0,2003.0,1200,0,10083,67.0,0.0,41,5,7,1176,2003,2003,184900
997,0.0,4.0,0,0,2,941,548,1,1958.0,1470,1,8172,60.0,0.0,0,6,4,941,1954,1972,135000
1656,0.0,3.0,1,639,4,441,528,2,1960.0,1656,1,31770,141.0,112.0,62,5,6,1080,1960,1960,215000
792,0.0,2.0,0,0,2,768,240,1,1924.0,792,0,9022,52.0,0.0,0,8,5,768,1924,2006,109500
1694,0.0,3.0,0,0,2,1694,818,2,2007.0,1694,0,12030,93.0,254.0,228,5,8,1694,2007,2007,318000
1800,0.0,3.0,1,1274,0,526,765,2,2002.0,1800,0,14331,85.0,630.0,78,5,8,1800,2002,2002,312500
1422,915.0,5.0,0,0,2,662,560,1,1945.0,2337,1,13600,85.0,0.0,57,5,5,662,1900,1950,90000
1168,678.0,3.0,2,196,3,844,315,1,1949.0,1846,1,10496,78.0,320.0,0,6,6,1040,1949,1950,143000
1026,0.0,3.0,1,505,0,0,576,1,1981.0,1026,1,10970,69.0,0.0,0,6,6,940,1978,1978,147000
904,0.0,3.0,0,0,2,876,408,1,1966.0,904,1,7162,69.0,41.0,0,7,5,876,1966,1966,109900
1126,0.0,3.0,0,936,1,190,484,0,1977.0,1126,1,17400,80.0,0.0,41,5,5,1126,1977,1977,160000
1136,1332.0,4.0,3,970,0,166,872,-1,2004.0,2468,0,12099,99.0,388.0,154,5,8,1136,2004,2004,354000
988,0.0,1.0,1,938,1,0,540,1,1969.0,988,1,21453,69.0,0.0,130,5,6,938,1969,1969,180000
1052,0.0,3.0,3,1016,-1,36,288,0,1968.0,1052,1,8400,70.0,168.0,0,5,5,1052,1968,1968,138500
572,524.0,2.0,0,0,2,572,0,-1,1979.0,1096,1,9600,60.0,0.0,8,5,6,572,1924,1950,79000
1141,0.0,3.0,0,0,2,1141,484,1,2005.0,1141,1,13072,63.0,0.0,0,5,6,1141,2005,2005,142500
1012,778.0,4.0,0,247,3,485,484,0,1972.0,1790,1,10400,80.0,288.0,0,5,6,732,1972,1972,165150
1004,848.0,3.0,2,668,0,336,660,2,1999.0,1852,0,9066,73.0,320.0,106,5,8,1004,1999,2000,230000
520,0.0,2.0,3,490,0,30,0,-1,1979.0,754,1,6780,60.0,0.0,0,8,6,520,1935,1982,84500
624,720.0,4.0,0,0,2,624,513,1,1916.0,1344,1,4571,34.0,0.0,0,5,5,624,1916,1950,98000
2207,0.0,3.0,1,912,0,1035,576,0,1970.0,2207,1,19900,69.0,287.0,0,5,7,1947,1970,1989,180000
1307,1051.0,5.0,0,0,2,907,360,-1,1908.0,2358,1,45600,75.0,0.0,40,8,6,907,1908,1997,240000
1175,1540.0,4.0,0,575,0,487,831,2,1994.0,2715,0,8963,69.0,289.0,204,9,8,1142,1976,1996,299800
1364,0.0,2.0,3,659,0,705,484,0,2005.0,1364,0,7052,43.0,240.0,36,5,7,1364,2005,2005,185850
1253,0.0,3.0,0,0,2,1237,402,2,1995.0,1253,1,7875,63.0,38.0,21,5,7,1237,1995,1996,176000
1328,0.0,3.0,0,569,1,678,528,1,1963.0,1328,1,9790,69.0,451.0,26,5,6,1328,1963,1963,143000
1422,0.0,3.0,0,0,2,978,286,0,1960.0,1422,1,12342,69.0,0.0,0,5,5,978,1960,1978,139900
1186,800.0,3.0,0,454,4,314,486,1,1965.0,1986,1,13600,85.0,176.0,42,6,7,768,1965,1990,205000
952,0.0,2.0,0,0,2,952,192,1,1916.0,952,3,8854,69.0,0.0,98,6,6,952,1916,1950,121000
1660,0.0,3.0,2,1220,0,440,500,0,2006.0,1660,0,10182,85.0,420.0,50,5,8,1660,2006,2006,290000
2234,0.0,1.0,0,1904,0,312,1166,2,2009.0,2234,2,17423,63.0,748.0,60,5,9,2216,2008,2009,501837
790,0.0,2.0,2,384,-1,384,160,1,1925.0,790,1,6292,52.0,0.0,141,5,6,768,1930,1950,91000
1340,0.0,3.0,3,24,0,1316,396,2,2007.0,1340,0,8899,73.0,0.0,30,5,7,1340,2007,2007,181134
